,Наименование,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Санузел,Ремонт,Год постройки,Мусоропровод,Тип дома,Тип перекрытий,Подъезды,Отопление,Аварийность,Этаж,Адрес,Цена,Балкон/лоджия,Вид из окон,Количество лифтов,Парковка,Газоснабжение,Строительная серия
893,1-комн. квартира,Вторичка,28,13,7,,1 совмещенный,Косметический,1986,,Кирпичный,Железобетонные,1,Центральное,Нет,3 из 9,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Политбойцов, 19На карте",3 700 000 ₽,1 лоджия,На улицу,1 пассажирский,Наземная,Центральное,85.0
894,2-комн. квартира,Вторичка,"41,4",28,"5,6",,,Без ремонта,1966,,Кирпичный,Железобетонные,6,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Ипподромный, Херсонская ул., 16к3На карте",3 700 000 ₽,,,,,Центральное,
895,2-комн. квартира,Вторичка,"44,3",29,"5,3",,1 раздельный,Косметический,1963,,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 4,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Гороховецкая ул., 32На карте",3 700 000 ₽,1 балкон,,,,Центральное,
896,1-комн. квартира,Вторичка,30,18,6,"2,52 м",1 совмещенный,Без ремонта,1960,,Кирпичный,Железобетонные,4,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Красные зори, Московское ш., 197На карте",3 700 000 ₽,,На улицу,,,Центральное,1-447
897,1-комн. квартира,Вторичка,"34,3","16,8","7,4",,1 раздельный,Косметический,1989,Да,,Железобетонные,4,Центральное,Нет,10 из 10,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Мончегорская, 3к2На карте",3 700 000 ₽,1 лоджия,,1 пассажирский,,,
898,2-комн. квартира,Вторичка,38,28,"4,5",,1 совмещенный,Косметический,1958,,,Нет информации,1,Центральное,Нет,1 из 2,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, Юпитерская ул., 5АНа карте",3 700 000 ₽,,,,,Центральное,
899,1-комн. квартира,Вторичка,30,17,5,,,Косметический,1965,,Панельный,Железобетонные,3,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Дарьино, ул. Энгельса, 24На карте",3 700 000 ₽,,,,,Центральное,
900,1-комн. квартира,Вторичка,30,"17,7","5,7",,1 совмещенный,Без ремонта,1964,,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Ванеева, 100На карте",3 700 000 ₽,,,,,Центральное,
901,1-комн. квартира,Вторичка,"27,6","12,8","6,6",,1 совмещенный,Без ремонта,1986,,Кирпичный,Железобетонные,1,Центральное,Нет,3 из 9,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Политбойцов, 19На карте",3 700 000 ₽,1 балкон,,1 пассажирский,,Центральное,85.0
902,2-комн. квартира,Вторичка,"42,3","29,4",6,,1 совмещенный,Без ремонта,1963,,,Нет информации,3,Центральное,Нет,4 из 4,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Красная Этна, ул. Героя Самочкина, 11АНа карте",3 700 000 ₽,1 балкон,,,,Центральное,
903,2-комн. квартира,Вторичка,42,28,6,,1 совмещенный,Косметический,1960,,Кирпичный,Железобетонные,2,Центральное,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Гороховецкая ул., 22На карте",3 700 000 ₽,,,,,Центральное,
904,Студия,Вторичка,21,12,4,"2,6 м",1 совмещенный,Косметический,2017,,,Железобетонные,1,Нет информации,Нет,1 из 17,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Бурнаковский, Бурнаковская ул., 97На картеБурнаковская5 мин.Стрелка5 мин.Буревестник6 мин.",3 700 000 ₽,1 балкон,На улицу,2 пассажирских,Наземная,,
